feature1,feature2,feature3,feature4,label
87,24,72,164,0
192,168,14,96,1
47,102,23,144,0
10,77,169,94,1
241,248,172,12,0
192,168,52,75,1
144,77,91,110,0
192,168,194,203,1
68,99,193,123,0
172,19,23,88,1
21,111,214,126,0
192,168,1,237,1
219,63,80,201,0
192,168,0,110,1
130,157,17,13,0
10,151,211,155,1
248,160,108,28,0
172,26,83,177,1
171,158,89,94,0
172,28,173,18,1
209,10,197,8,0
10,115,43,20,1
42,63,139,201,0
192,168,237,102,1
178,228,186,89,0
10,221,89,127,1
2,75,10,10,0
10,110,169,79,1
222,59,31,62,0
172,25,127,125,1
57,51,244,184,0
192,168,52,19,1
4,14,51,52,0
10,112,137,76,1
3,180,158,111,0
192,168,225,156,1
63,87,167,179,0
172,29,95,156,1
219,152,188,0,0
10,141,170,202,1
11,107,43,100,0
10,85,243,109,1
86,134,251,227,0
10,230,57,159,1
201,207,22,113,0
10,180,202,128,1
102,204,226,18,0
172,27,89,132,1
133,137,166,254,0
192,168,77,96,1
117,157,201,33,0
172,18,174,116,1
254,140,141,245,0
172,28,223,168,1
145,48,245,239,0
172,27,246,90,1
108,69,218,88,0
10,96,150,118,1
84,148,136,41,0
192,168,47,74,1
239,211,102,215,0
10,233,138,228,1
153,56,163,241,0
172,19,130,238,1
239,98,130,96,0
172,25,22,72,1
106,12,158,186,0
172,16,96,95,1
126,46,249,77,0
172,27,206,227,1
149,107,21,208,0
172,31,117,45,1
79,14,238,179,0
192,168,176,206,1
148,25,202,118,0
10,205,37,90,1
85,30,10,48,0
192,168,22,130,1
3,93,192,16,0
172,22,169,15,1
202,200,14,53,0
10,207,224,68,1
237,191,80,49,0
192,168,32,232,1
162,97,254,245,0
10,37,201,63,1
47,109,246,108,0
172,16,68,199,1
163,45,254,115,0
10,147,73,49,1
132,124,75,106,0
172,17,189,220,1
5,242,25,93,0
172,18,188,142,1
85,211,115,25,0
192,168,69,210,1
252,209,100,125,0
172,23,161,219,1
205,166,70,135,0
10,90,34,61,1
32,21,136,100,0
172,27,184,242,1
3,237,45,171,0
192,168,76,199,1
168,15,86,141,0
10,139,189,76,1
206,88,234,221,0
192,168,240,176,1
170,108,55,7,0
192,168,15,54,1
181,45,249,51,0
10,203,61,44,1
179,119,232,158,0
10,215,5,27,1
207,121,184,153,0
192,168,117,35,1
189,39,85,234,0
10,217,116,248,1
129,46,200,182,0
172,18,3,73,1
32,83,193,5,0
172,17,231,124,1
110,194,244,165,0
10,111,217,21,1
14,92,145,220,0
192,168,92,144,1
254,242,168,222,0
10,137,234,176,1
12,204,25,73,0
172,22,230,190,1
145,151,127,23,0
192,168,149,64,1
160,65,197,66,0
172,18,125,180,1
69,170,129,130,0
172,20,245,122,1
223,65,55,14,0
10,237,68,123,1
100,169,66,172,0
192,168,214,171,1
30,1,245,232,0
192,168,183,177,1
116,155,77,119,0
172,22,67,187,1
17,44,28,78,0
172,27,43,39,1
67,255,192,209,0
10,107,5,6,1
213,203,59,21,0
10,29,134,189,1
28,133,252,169,0
10,55,97,51,1
46,137,178,180,0
10,12,3,234,1
233,124,65,71,0
192,168,198,187,1
155,203,18,63,0
172,27,189,82,1
26,47,128,59,0
192,168,99,212,1
141,221,133,122,0
172,21,131,122,1
1,195,136,186,0
172,25,143,201,1
65,146,121,119,0
10,73,28,137,1
165,59,87,95,0
10,159,154,243,1
39,173,232,245,0
192,168,221,30,1
239,64,70,2,0
172,22,122,154,1
187,156,28,69,0
172,18,174,1,1
40,220,178,175,0
10,184,194,210,1
141,89,250,179,0
10,245,35,208,1
22,162,1,47,0
192,168,86,248,1
28,214,246,218,0
192,168,227,105,1
129,71,128,20,0
172,22,201,13,1
66,249,170,22,0
192,168,206,11,1
36,119,196,139,0
192,168,163,92,1
112,161,191,76,0
10,88,174,93,1
92,164,30,35,0
192,168,193,254,1
30,206,225,146,0
192,168,221,155,1
190,195,233,222,0
10,122,46,59,1
163,118,95,39,0
10,163,245,169,1
147,188,72,108,0
172,22,52,11,1
105,131,33,31,0
10,154,58,220,1
104,83,90,213,0
10,110,155,216,1
180,239,11,77,0
172,18,211,147,1
76,47,18,227,0
192,168,83,148,1
119,29,16,240,0
192,168,242,168,1
182,210,236,168,0
192,168,124,145,1
103,67,109,127,0
172,20,14,240,1
35,3,147,135,0
192,168,102,198,1
15,79,167,74,0
10,165,152,198,1
49,14,167,111,0
10,99,200,216,1
104,34,7,192,0
192,168,16,242,1
176,134,158,209,0
192,168,180,234,1
183,220,49,44,0
10,245,202,51,1
30,228,37,169,0
192,168,15,165,1
17,217,48,36,0
172,24,109,238,1
148,104,25,66,0
172,21,246,219,1
87,33,200,213,0
172,28,25,4,1
50,72,175,26,0
172,25,244,211,1
50,189,183,194,0
10,176,146,148,1
255,241,255,252,0
192,168,164,210,1
46,100,36,74,0
10,250,179,38,1
97,158,123,147,0
192,168,38,221,1
70,132,101,186,0
10,139,81,136,1
198,206,58,66,0
192,168,210,148,1
149,111,57,165,0
10,231,216,78,1
186,125,153,151,0
172,29,171,68,1
254,233,60,123,0
172,21,208,11,1
35,95,197,246,0
192,168,223,116,1
184,246,245,140,0
10,196,55,13,1
217,222,148,94,0
172,23,109,215,1
53,13,175,82,0
172,26,145,203,1
109,28,138,50,0
192,168,174,247,1
173,80,195,63,0
10,125,251,68,1
100,219,182,114,0
172,31,1,183,1
89,93,158,130,0
172,26,213,27,1
11,100,137,225,0
172,31,29,224,1
106,84,77,228,0
192,168,189,41,1
195,45,144,254,0
10,128,94,96,1
177,2,157,214,0
192,168,194,132,1
247,207,169,2,0
172,26,37,237,1
11,250,118,81,0
192,168,146,110,1
156,242,37,51,0
10,139,126,244,1
201,95,43,28,0
192,168,217,171,1
195,40,248,234,0
10,197,146,54,1
207,206,36,244,0
192,168,133,132,1
87,162,27,198,0
192,168,220,78,1
110,1,233,27,0
10,226,170,220,1
76,33,163,203,0
172,26,210,152,1
235,193,18,48,0
10,113,222,242,1
228,134,29,124,0
172,27,172,164,1
100,185,23,220,0
10,189,186,67,1
66,73,85,211,0
10,102,232,12,1
48,26,84,247,0
10,241,217,220,1
246,117,175,139,0
10,114,62,176,1
121,115,85,79,0
10,26,71,7,1
151,26,94,9,0
192,168,74,252,1
92,5,107,131,0
10,1,111,121,1
96,43,69,11,0
172,17,232,92,1
80,120,209,191,0
10,217,119,75,1
68,163,206,122,0
10,111,154,147,1
155,97,79,178,0
192,168,88,221,1
99,44,251,43,0
172,20,237,66,1
195,110,86,141,0
192,168,58,252,1
212,16,58,199,0
172,25,218,108,1
19,81,226,242,0
10,154,12,225,1
66,75,95,124,0
192,168,251,188,1
206,90,42,52,0
172,28,200,124,1
99,62,164,180,0
192,168,36,184,1
161,210,203,161,0
10,33,206,4,1
96,156,114,219,0
192,168,94,101,1
209,12,12,144,0
10,108,40,99,1
238,59,178,97,0
10,132,21,20,1
156,110,149,120,0
10,173,229,147,1
61,220,36,153,0
10,144,187,171,1
206,48,101,32,0
192,168,151,253,1
233,26,63,140,0
10,99,131,81,1
41,97,58,49,0
10,63,166,7,1
7,159,78,40,0
192,168,133,176,1
236,249,225,158,0
10,172,239,2,1
95,109,66,186,0
10,15,157,238,1
230,196,179,197,0
192,168,187,11,1
144,167,167,122,0
172,29,84,255,1
219,116,180,115,0
10,39,52,18,1
81,99,106,200,0
10,45,43,12,1
61,140,193,26,0
192,168,149,95,1
125,182,79,59,0
10,73,130,216,1
23,222,119,210,0
192,168,137,167,1
2,3,202,194,0
10,234,96,216,1
149,196,104,74,0
10,22,9,205,1
152,164,63,52,0
172,22,93,66,1
140,80,52,202,0
172,23,93,221,1
212,25,53,130,0
192,168,158,20,1
146,249,202,3,0
10,106,221,63,1
194,56,15,89,0
192,168,109,12,1
0,14,154,61,0
10,35,120,154,1
180,112,59,72,0
172,16,170,118,1
247,54,5,145,0
192,168,58,208,1
231,150,198,243,0
172,24,65,86,1
102,28,172,171,0
10,121,209,55,1
146,120,165,37,0
192,168,162,98,1
153,212,21,7,0
10,96,40,62,1
240,114,130,159,0
10,151,121,41,1
110,86,78,255,0
192,168,189,212,1
235,155,162,149,0
192,168,210,244,1
166,241,25,124,0
172,20,46,7,1
116,160,9,69,0
172,28,1,170,1
216,217,80,99,0
192,168,176,23,1
198,217,158,165,0
10,128,215,199,1
110,112,23,46,0
10,35,55,49,1
87,173,194,82,0
10,192,232,137,1
180,191,91,219,0
172,20,3,21,1
250,208,194,45,0
192,168,158,125,1
77,245,213,215,0
192,168,65,136,1
231,191,77,9,0
172,30,226,218,1
22,24,114,214,0
192,168,154,209,1
19,20,24,249,0
10,48,164,71,1
4,125,119,242,0
192,168,248,222,1
123,234,108,31,0
192,168,3,61,1
146,106,73,9,0
172,22,164,125,1
148,219,226,82,0
172,22,143,182,1
109,113,134,85,0
172,20,208,198,1
136,187,12,57,0
10,149,143,82,1
112,150,205,86,0
192,168,195,173,1
107,195,17,217,0
10,27,107,106,1
242,172,151,149,0
192,168,57,41,1
185,9,225,107,0
10,133,128,43,1
61,211,203,192,0
10,192,156,55,1
139,179,154,114,0
172,31,246,146,1
101,175,235,2,0
172,16,85,68,1
228,39,182,146,0
172,18,12,56,1
255,150,56,60,0
10,169,78,107,1
67,49,47,190,0
10,13,37,201,1
131,56,240,158,0
172,29,250,26,1
248,169,83,189,0
172,18,131,75,1
54,169,100,223,0
172,17,121,146,1
216,191,69,99,0
172,27,6,128,1
224,199,197,92,0
172,30,6,150,1
243,159,231,42,0
172,25,52,150,1
180,112,90,17,0
192,168,146,27,1
89,113,151,236,0
10,144,145,190,1
168,237,24,34,0
192,168,220,160,1
250,0,202,154,0
192,168,155,160,1
4,211,121,180,0
192,168,68,126,1
245,217,141,142,0
10,185,125,113,1
70,57,10,11,0
172,24,179,124,1
85,105,127,201,0
10,28,2,101,1
195,185,184,190,0
192,168,250,146,1
142,19,3,81,0
172,18,149,159,1
54,21,78,11,0
10,41,6,173,1
157,118,56,177,0
192,168,23,196,1
63,35,239,16,0
192,168,57,113,1
147,98,143,249,0
172,26,211,214,1
199,28,198,153,0
192,168,58,229,1
16,161,31,75,0
192,168,92,210,1
167,83,23,2,0
172,18,80,129,1
48,236,194,195,0
10,247,179,84,1
93,73,118,178,0
192,168,73,175,1
144,41,108,1,0
10,80,94,243,1
92,201,245,200,0
172,20,150,130,1
194,35,132,236,0
10,26,192,179,1
176,121,182,107,0
192,168,243,24,1
225,47,71,130,0
192,168,125,6,1
173,44,252,238,0
192,168,68,178,1
36,164,238,192,0
192,168,135,100,1
7,14,122,176,0
192,168,237,130,1
25,247,124,48,0
172,30,221,149,1
173,72,98,167,0
10,150,54,254,1
84,221,81,44,0
10,215,145,70,1
140,203,147,49,0
192,168,78,153,1
63,44,15,65,0
192,168,7,29,1
5,164,5,70,0
10,124,251,133,1
130,103,160,201,0
172,29,61,174,1
113,30,139,27,0
10,130,114,144,1
235,24,54,166,0
192,168,242,86,1
31,43,76,197,0
192,168,213,174,1
40,154,61,129,0
172,16,6,7,1
190,158,231,88,0
172,22,249,241,1
0,55,118,42,0
172,30,237,137,1
236,20,9,160,0
192,168,78,222,1
102,79,74,80,0
172,31,131,42,1
227,178,136,62,0
172,16,178,2,1
112,81,96,60,0
172,23,10,88,1
214,162,182,59,0
172,29,141,249,1
62,205,95,172,0
172,19,23,18,1
188,66,176,33,0
192,168,52,252,1
213,190,45,224,0
172,20,83,40,1
158,107,31,7,0
172,28,249,188,1
26,140,97,224,0
10,50,91,118,1
245,209,71,190,0
172,19,6,148,1
180,180,124,151,0
192,168,19,33,1
246,180,16,64,0
192,168,213,1,1
110,136,140,109,0
192,168,169,210,1
113,150,24,95,0
192,168,188,63,1
140,83,96,70,0
192,168,85,230,1
177,93,105,166,0
192,168,184,195,1
195,54,240,170,0
10,249,233,56,1
75,3,94,79,0
192,168,126,26,1
55,187,203,17,0
192,168,210,56,1
184,93,245,14,0
172,27,75,112,1
111,71,22,132,0
10,146,255,109,1
21,249,38,6,0
192,168,204,118,1
22,198,72,195,0
172,25,47,56,1
181,199,109,54,0
192,168,238,147,1
176,121,135,143,0
192,168,140,228,1
49,159,48,249,0
10,158,78,232,1
102,183,97,59,0
172,24,101,50,1
30,120,24,250,0
172,17,180,206,1
249,214,97,189,0
10,8,17,230,1
38,22,241,151,0
10,45,153,176,1
39,185,159,146,0
172,23,65,41,1
182,81,116,54,0
10,169,223,112,1
205,245,255,204,0
172,19,79,60,1
170,165,145,71,0
172,30,34,255,1
144,42,33,22,0
192,168,176,195,1
171,234,86,170,0
192,168,217,33,1
69,235,182,236,0
192,168,203,131,1
247,26,35,42,0
172,21,204,216,1
145,131,208,119,0
192,168,229,127,1
235,166,124,240,0
192,168,93,152,1
102,158,24,187,0
172,22,23,194,1
206,36,183,219,0
192,168,205,39,1
241,184,161,174,0
10,76,23,187,1
197,9,245,84,0
172,26,22,126,1
61,131,59,176,0
192,168,211,88,1
19,93,17,57,0
192,168,222,166,1
39,158,49,215,0
172,23,38,103,1
132,254,78,39,0
172,23,3,214,1
180,24,223,233,0
192,168,185,35,1
219,15,124,176,0
172,18,255,114,1
184,174,143,117,0
172,16,168,107,1
27,65,255,81,0
10,29,228,8,1
68,240,229,227,0
192,168,161,54,1
68,191,194,213,0
172,22,213,110,1
63,19,120,130,0
192,168,85,87,1
135,207,159,140,0
10,236,156,250,1
254,70,64,195,0
10,188,239,3,1
19,37,171,75,0
10,112,159,48,1
167,174,87,220,0
172,25,58,187,1
129,203,48,90,0
10,143,122,139,1
83,185,48,58,0
192,168,145,157,1
164,156,236,87,0
172,20,95,93,1
77,97,159,142,0
172,30,66,32,1
51,184,82,22,0
172,28,235,143,1
143,148,228,85,0
192,168,174,194,1
123,56,237,177,0
192,168,203,177,1
32,8,217,72,0
172,18,60,108,1
98,97,144,124,0
192,168,102,74,1
12,71,5,10,0
172,31,123,83,1
57,13,232,91,0
10,23,217,188,1
15,38,168,56,0
192,168,180,245,1
28,53,204,141,0
172,17,247,51,1
103,197,153,120,0
192,168,123,88,1
167,210,60,237,0
192,168,120,79,1
53,225,189,113,0
192,168,253,152,1
210,99,54,115,0
192,168,118,231,1
50,138,13,172,0
172,27,67,100,1
212,36,22,110,0
10,229,71,152,1
12,32,68,116,0
10,55,122,255,1
249,47,107,149,0
10,41,65,171,1
226,13,137,0,0
172,27,46,138,1
110,253,134,97,0
10,141,183,181,1
224,231,168,22,0
172,31,35,184,1
106,78,62,28,0
192,168,121,118,1
229,67,164,33,0
172,18,80,56,1
58,70,233,120,0
10,192,193,94,1
161,218,41,199,0
192,168,62,250,1
40,134,159,106,0
172,26,18,220,1
157,230,197,113,0
10,245,209,92,1
183,232,224,115,0
10,88,213,0,1
54,170,104,159,0
172,27,157,76,1
43,155,100,105,0
10,171,236,0,1
165,71,155,119,0
172,21,177,135,1
93,225,2,112,0
192,168,136,121,1
217,246,35,6,0
10,187,123,206,1
253,80,131,63,0
192,168,58,46,1
236,162,165,84,0
172,29,2,32,1
232,224,156,132,0
172,22,223,255,1
103,74,154,159,0
192,168,160,194,1
25,125,102,98,0
172,29,241,2,1
39,57,147,242,0
192,168,85,45,1
142,234,205,250,0
192,168,56,150,1
37,197,15,69,0
10,66,128,104,1
63,184,122,251,0
192,168,197,114,1
55,241,59,167,0
192,168,49,220,1
251,84,209,12,0
192,168,172,124,1
52,152,106,195,0
10,149,204,115,1
76,202,120,194,0
172,16,92,98,1
148,254,33,142,0
192,168,126,181,1
128,101,25,4,0
192,168,227,145,1
90,156,43,252,0
10,229,90,155,1
179,22,118,10,0
10,32,98,100,1
155,125,172,238,0
192,168,201,48,1
53,207,142,179,0
172,27,205,124,1
80,112,24,147,0
192,168,170,95,1
175,104,254,0,0
10,28,192,131,1
253,210,37,167,0
10,40,205,85,1
213,181,240,14,0
172,26,63,252,1
166,19,59,128,0
192,168,18,29,1
251,130,8,22,0
192,168,96,50,1
21,58,219,107,0
192,168,3,232,1
39,167,105,68,0
10,139,69,228,1
61,180,238,180,0
172,23,248,54,1
49,129,88,9,0
10,91,11,11,1
125,74,82,206,0
10,163,58,109,1
150,97,83,98,0
172,26,60,34,1
223,177,13,213,0
172,22,53,102,1
54,236,177,47,0
172,21,103,51,1
110,17,126,93,0
172,16,197,203,1
188,5,25,87,0
172,30,69,196,1
65,159,38,42,0
10,160,98,75,1
129,74,146,200,0
192,168,65,198,1
12,95,104,67,0
192,168,176,168,1
215,102,46,25,0
192,168,33,68,1
139,36,248,14,0
172,26,88,208,1
247,100,204,126,0
10,12,220,243,1
250,36,184,57,0
10,142,251,177,1
98,238,34,155,0
172,17,58,96,1
111,46,231,151,0
172,25,174,219,1
180,173,39,183,0
10,88,77,30,1
22,2,225,9,0
192,168,156,19,1
84,130,123,31,0
192,168,127,58,1
28,111,208,69,0
192,168,235,81,1
135,206,26,84,0
10,179,43,78,1
113,79,163,67,0
172,23,58,248,1
101,244,187,209,0
172,23,166,132,1
252,84,81,230,0
172,26,24,18,1
105,24,105,80,0
10,154,94,193,1
94,140,247,53,0
172,28,111,153,1
181,155,61,106,0
10,150,124,194,1
7,96,40,56,0
172,29,224,230,1
203,26,231,176,0
172,25,26,220,1
155,252,61,129,0
10,221,204,11,1
236,10,119,178,0
192,168,185,76,1
162,191,174,83,0
192,168,85,69,1
167,207,209,117,0
172,17,4,17,1
136,205,49,85,0
172,20,174,226,1
33,98,125,164,0
10,249,155,148,1
102,20,163,0,0
10,78,169,179,1
2,76,105,18,0
10,4,212,188,1
130,80,194,128,0
192,168,175,180,1
118,32,162,95,0
10,24,28,26,1
162,202,225,80,0
192,168,54,111,1
161,183,231,38,0
10,110,16,155,1
44,216,81,96,0
192,168,120,60,1
122,253,70,200,0
172,25,106,191,1
180,241,40,201,0
10,66,127,135,1
176,158,252,220,0
10,237,17,30,1
141,209,63,77,0
172,26,185,35,1
230,169,15,226,0
10,129,99,51,1
16,201,217,84,0
192,168,195,57,1
49,107,196,92,0
10,79,8,7,1
130,199,161,54,0
172,23,109,30,1
198,47,19,4,0
10,194,170,45,1
74,226,183,137,0
172,25,121,44,1
128,201,225,247,0
192,168,35,139,1
253,80,229,225,0
172,16,200,172,1
75,70,43,228,0
192,168,25,174,1
112,224,110,14,0
10,15,82,48,1
99,5,245,61,0
10,237,181,207,1
215,154,217,60,0
192,168,167,179,1
32,176,177,48,0
192,168,172,7,1
205,247,185,140,0
172,25,230,235,1
160,6,195,176,0
10,15,106,62,1
19,114,45,151,0
192,168,53,9,1
8,101,87,75,0
192,168,87,140,1
218,154,147,117,0
10,110,239,247,1
137,222,129,76,0
172,26,236,234,1
51,64,14,150,0
172,30,47,46,1
157,231,109,55,0
172,19,181,25,1
103,10,229,60,0
10,7,15,201,1
152,27,93,18,0
10,54,61,100,1
28,177,66,0,0
10,80,90,48,1
66,137,154,27,0
10,219,205,88,1
96,247,246,232,0
10,133,72,23,1
206,137,94,110,0
10,90,56,167,1
40,33,133,132,0
10,246,195,182,1
168,19,87,135,0
10,85,70,76,1
167,59,16,94,0
172,25,246,198,1
135,119,222,180,0
192,168,156,96,1
26,68,9,36,0
192,168,133,32,1
115,187,96,55,0
192,168,149,148,1
144,104,72,155,0
10,107,88,13,1
170,170,170,65,0
10,25,213,32,1
222,119,197,44,0
172,25,204,58,1
58,109,176,51,0
172,27,133,155,1
208,183,232,162,0
172,24,206,16,1
39,59,81,53,0
10,24,183,246,1
227,226,171,124,0
10,87,160,53,1
210,13,53,108,0
10,249,82,182,1
54,54,220,211,0
10,75,77,253,1
159,16,25,192,0
172,21,136,254,1
254,11,188,167,0
192,168,127,36,1
23,105,82,130,0
10,79,22,231,1
46,28,2,173,0
192,168,205,197,1
2,7,151,141,0
10,40,243,207,1
143,158,244,243,0
192,168,126,107,1
191,24,86,251,0
10,145,155,117,1
93,144,1,157,0
10,132,150,249,1
9,44,35,127,0
172,19,186,17,1
110,71,86,244,0
172,19,170,182,1
141,236,231,93,0
10,194,146,62,1
140,22,183,250,0
172,17,75,152,1
34,49,136,182,0
192,168,186,125,1
105,204,178,4,0
10,15,149,105,1
118,183,205,78,0
192,168,194,247,1
110,136,53,44,0
10,11,166,163,1
79,19,246,37,0
172,22,247,42,1
7,160,6,142,0
172,26,160,243,1
102,45,74,248,0
10,178,51,155,1
44,44,170,144,0
192,168,139,144,1
74,158,8,234,0
10,104,184,51,1
134,41,110,68,0
192,168,94,53,1
222,229,47,250,0
10,25,56,189,1
234,236,84,150,0
192,168,42,158,1
125,63,136,139,0
192,168,150,104,1
141,11,166,79,0
172,23,62,87,1
38,190,130,110,0
192,168,255,92,1
181,90,84,205,0
10,105,176,45,1
108,201,130,54,0
172,20,36,181,1
88,106,41,43,0
192,168,154,254,1
223,147,61,119,0
10,199,125,188,1
33,211,130,185,0
172,31,210,255,1
95,230,131,151,0
10,32,156,23,1
76,211,139,108,0
172,22,233,190,1
219,199,76,98,0
172,21,117,237,1
129,212,22,209,0
10,17,102,130,1
162,152,230,208,0
172,19,75,40,1
90,245,103,197,0
172,29,217,244,1
24,217,186,48,0
10,78,242,140,1
18,62,143,25,0
10,129,151,51,1
73,168,33,125,0
192,168,103,173,1
104,175,16,211,0
172,31,126,51,1
135,0,221,161,0
192,168,133,114,1
8,10,167,104,0
192,168,26,115,1
183,75,67,82,0
172,29,28,33,1
24,215,59,224,0
172,31,86,115,1
133,228,151,92,0
10,100,147,123,1
141,41,173,30,0
172,18,101,213,1
161,136,58,218,0
10,91,140,87,1
72,61,105,149,0
192,168,191,196,1
252,36,53,239,0
172,21,124,99,1
8,163,163,177,0
10,184,68,226,1
204,156,199,57,0
172,30,198,20,1
196,38,128,236,0
172,16,219,153,1
11,72,101,40,0
192,168,70,63,1
75,153,38,217,0
10,182,205,90,1
72,172,80,179,0
10,110,236,97,1
14,255,62,131,0
192,168,169,43,1
0,174,24,224,0
172,26,137,45,1
61,138,84,43,0
10,133,178,48,1
88,87,194,100,0
172,22,9,228,1
29,19,207,83,0
172,19,142,141,1
244,232,81,206,0
172,28,36,26,1
106,31,191,242,0
10,22,21,236,1
216,183,224,82,0
172,19,42,130,1
113,177,132,213,0
172,24,112,124,1
7,10,24,232,0
192,168,69,207,1
59,185,233,39,0
192,168,16,205,1
34,84,214,169,0
172,30,93,197,1
5,99,62,82,0
192,168,138,119,1
210,149,138,126,0
172,28,10,230,1
70,34,127,56,0
10,101,143,209,1
67,144,179,122,0
172,19,37,4,1
118,82,161,169,0
10,230,135,65,1
34,242,4,138,0
192,168,1,0,1
46,163,9,14,0
192,168,13,159,1
137,120,206,119,0
10,197,200,216,1
47,239,88,141,0
172,18,92,38,1
129,55,231,205,0
192,168,154,30,1
73,239,152,196,0
10,155,139,139,1
121,37,251,106,0
172,29,38,172,1
154,113,49,232,0
10,10,1,5,1
215,17,244,235,0
10,182,115,254,1
40,116,63,139,0
192,168,218,116,1
131,14,168,142,0
172,20,70,127,1
161,19,64,252,0
172,17,253,39,1
15,121,214,200,0
10,113,237,82,1
114,190,175,110,0
172,22,223,112,1
93,122,56,168,0
10,214,163,237,1
194,46,236,186,0
172,22,96,152,1
151,39,73,105,0
192,168,238,180,1
92,13,81,33,0
10,215,11,151,1
131,92,251,4,0
172,22,47,80,1
193,55,246,152,0
10,14,67,139,1
3,221,35,71,0
192,168,69,141,1
241,215,0,146,0
172,28,22,156,1
59,106,28,2,0
172,18,153,161,1
19,101,88,201,0
172,25,168,19,1
174,192,139,122,0
192,168,68,84,1
235,100,251,191,0
10,151,225,28,1
212,102,166,219,0
192,168,200,123,1
48,158,60,137,0
192,168,218,48,1
67,120,27,0,0
172,27,211,110,1
162,63,213,216,0
10,141,200,170,1
239,122,249,68,0
172,23,95,196,1
253,79,37,102,0
192,168,212,252,1
212,22,115,115,0
10,136,215,251,1
127,218,230,204,0
10,199,223,54,1
110,8,84,32,0
172,30,84,243,1
32,169,30,164,0
10,181,2,25,1
122,151,147,112,0
10,157,217,37,1
154,5,32,158,0
192,168,169,93,1
46,127,186,17,0
192,168,6,160,1
178,122,11,230,0
10,211,154,190,1
33,215,159,188,0
10,209,254,93,1
171,38,234,170,0
172,29,131,189,1
91,80,190,60,0
172,26,252,220,1
120,197,146,185,0
172,23,55,15,1
57,172,1,24,0
192,168,15,98,1
159,18,164,201,0
172,20,34,121,1
190,227,52,238,0
10,60,221,40,1
159,222,159,249,0
172,21,250,23,1
47,0,253,55,0
10,25,78,235,1
64,195,252,62,0
10,108,109,0,1
203,4,84,133,0
10,48,175,63,1
0,55,140,226,0
172,29,87,190,1
48,132,81,154,0
192,168,8,207,1
145,121,106,238,0
192,168,109,243,1
9,203,244,244,0
10,61,67,181,1
195,125,79,219,0
172,23,152,79,1
161,136,152,230,0
192,168,106,55,1
196,104,159,183,0
172,18,99,159,1
221,151,50,8,0
172,25,76,37,1
230,27,145,108,0
172,23,240,32,1
180,177,235,146,0
172,27,77,123,1
213,186,155,136,0
192,168,23,21,1
37,176,39,17,0
192,168,53,199,1
145,143,124,149,0
10,130,11,88,1
235,93,34,112,0
10,208,148,131,1
54,71,31,58,0
172,28,199,92,1
43,71,80,174,0
10,98,146,233,1
162,93,160,249,0
172,27,155,77,1
22,149,176,159,0
10,192,116,47,1
176,124,192,37,0
192,168,90,241,1
65,118,28,131,0
10,218,109,249,1
238,46,139,34,0
172,27,0,85,1
29,193,157,211,0
10,193,83,140,1
74,160,100,7,0
172,19,75,157,1
144,190,243,237,0
192,168,119,202,1
15,16,102,65,0
172,25,70,200,1
239,29,100,185,0
172,29,61,240,1
205,209,98,158,0
192,168,211,171,1
76,225,159,238,0
10,185,161,30,1
203,42,108,38,0
172,19,208,91,1
232,226,133,209,0
192,168,194,200,1
42,0,74,22,0
172,31,183,179,1
111,182,94,48,0
172,27,165,115,1
129,70,248,63,0
192,168,36,184,1
46,12,116,121,0
10,98,235,185,1
244,147,244,159,0
172,25,31,3,1
230,95,199,8,0
10,114,96,208,1
178,3,141,150,0
192,168,247,65,1
140,172,87,11,0
172,20,37,56,1
53,91,132,98,0
172,26,237,245,1
111,208,190,1,0
172,23,50,28,1
18,154,186,253,0
172,28,79,255,1
181,195,228,58,0
172,16,149,79,1
93,146,145,57,0
192,168,10,157,1
167,20,115,249,0
10,198,86,152,1
173,115,192,60,0
192,168,148,63,1
24,73,99,28,0
10,177,132,176,1
56,29,206,51,0
192,168,73,172,1
251,206,189,239,0
192,168,63,181,1
78,242,239,91,0
192,168,107,135,1
4,207,100,213,0
10,154,154,13,1
198,72,235,227,0
192,168,35,236,1
132,250,76,43,0
10,104,104,145,1
94,10,212,58,0
172,30,177,156,1
45,106,21,136,0
10,33,224,152,1
52,248,234,198,0
10,136,170,13,1
158,63,112,161,0
10,146,107,38,1
146,199,13,195,0
10,30,233,196,1
234,152,59,70,0
172,19,138,55,1
184,174,224,235,0
192,168,226,142,1
81,15,1,191,0
192,168,19,157,1
233,147,179,107,0
10,243,183,70,1
179,127,174,179,0
172,27,30,15,1
91,83,100,103,0
172,21,16,244,1
114,160,141,132,0
10,31,80,98,1
255,63,54,204,0
10,30,25,44,1
246,85,7,139,0
172,27,3,195,1
203,53,53,237,0
192,168,10,21,1
126,56,125,25,0
10,216,56,66,1
181,5,189,155,0
172,27,26,143,1
93,221,222,123,0
10,217,181,89,1
126,75,157,147,0
192,168,161,132,1
252,238,2,198,0
172,26,223,183,1
177,171,111,209,0
192,168,46,14,1
133,164,150,30,0
192,168,182,89,1
168,242,121,247,0
10,174,89,196,1
12,14,218,100,0
172,20,55,63,1
104,167,189,184,0
10,142,66,240,1
102,222,221,175,0
10,145,58,122,1
157,205,32,243,0
172,20,125,150,1
193,78,43,162,0
192,168,240,12,1
132,188,125,227,0
172,26,53,84,1
208,38,2,118,0
10,204,199,236,1
15,46,102,70,0
172,18,203,215,1
56,84,134,48,0
172,18,245,167,1
